F5_6,F5_107,F5_54,F5_36,F5_37,F5_39,F5_55,ARPT_NAME,CITY,ST_PR,J5_3,J5_5,J5_6,J5_7,J5_8,J5_10,PRECISION,J5_12,J5_39,J5_14,J5_15,F5_14,F5_179,F5_197,CHRT_IDX,CLNK_IDX
KCCY,CCY,4000,N43042101,W092363891,W000.0,1125,NORTHEAST IOWA REGL,CHARLES CITY,IA,USA,NNNYNNNNYNNNNN,NYYNN,NNYY,N,Y,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,19303,20311
KCDA,LLX,3300,N44340881,W072010472,W016.0,1188,CALEDONIA CO,LYNDONVILLE,VT,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,19307,20314
KCDC,CDC,8600,N37420349,W113055586,E014.0,5622,CEDAR CITY REGL,CEDAR CITY,UT,USA,NNNYNNNNYNNNNN,NNNYY,NNYY,N,Y,Y,Y,N,Y,+7:00=UTC,K2,Y,NAW,19310,20315
KCDH,CDH,6500,N33372210,W092454820,E002.0,130,HARRELL,CAMDEN,AR,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,19317,20319
KCDI,,4200,N39583010,W081343930,W007.0,799,CAMBRIDGE MUN,CAMBRIDGE,OH,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,Y,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,19320,20321
KCDN,CDN,5000,N34170090,W080335350,W005.0,302,WOODWARD,CAMDEN,SC,USA,NNNYNNNNYNNNNN,NNNNY,NNYY,,N,N,Y,N,Y,+5:00=UTC,K7,Y,NAW,19323,20323
KCDR,CDR,5900,N42501521,W103054345,E007.0,3298,CHADRON MUN,CHADRON,NE,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,Y,Y,U,Y,+7:00=UTC,K3,Y,NAW,19327,20326
KCDS,CDS,5900,N34260160,W100171680,E006.0,1954,CHILDRESS MUN,CHILDRESS,TX,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,19334,20333
KCDW,CDW,4500,N40523081,W074165286,W013.0,172,ESSEX CO,CALDWELL,NJ,USA,NNNYNNNNYNNNNN,NNNNY,NNYY,Y,Y,N,Y,N,Y,+5:00=UTC,K6,Y,NAW,19337,20335
KCEA,CEA,3800,N37385495,W097150216,E008.0,1378,CESSNA AIRCRAFT,WICHITA,KS,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+6:00=UTC,K3,Y,NAW,19347,20342
KCEC,CEC,5000,N41464860,W124141150,E014.0,61,MC NAMARA,CRESCENT CITY,CA,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,Y,Y,Y,N,Y,+8:00=UTC,K2,Y,NAW,19350,20344
KCEF,CEF,11500,N42113845,W072320522,W014.0,241,WESTOVER ARB/METRO,SPRINGFIELD/CHICOPEE,MA,USA,YNNNNNNNNNNNNN,NNNNN,NNNN,Y,Y,Y,Y,P,J,+5:00=UTC,K6,Y,WGE,19359,20350
KCEK,,4200,N40370616,W096553255,E005.0,1500,CRETE MUN,CRETE,NE,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,Y,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,19368,20358
KCEU,CEU,5000,N34402000,W082530920,W005.0,891,OCONEE CO REGL,CLEMSON,SC,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,19373,20362
KCEV,CEV,6500,N39415350,W085075210,W004.0,866,METTEL,CONNERSVILLE,IN,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,Y,Y,U,Y,+5:00=UTC,K5,Y,NAW,19376,20364
KCEW,CEW,8000,N30464379,W086311961,W004.0,214,SIKES,CRESTVIEW,FL,USA,NNNYNNNNYYNNNN,NNNYN,NNYY,N,Y,Y,Y,U,Y,+6:00=UTC,K7,Y,NAW,19380,20367
KCEY,CEY,6200,N36395249,W088222199,W002.0,577,KYLE-OAKLEY,MURRAY,KY,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,19385,20371
KCEZ,CEZ,7200,N37181081,W108374096,E012.0,5918,CORTEZ MUN,CORTEZ,CO,USA,NNNYNNNNYNNNNN,NYNNN,NNYY,Y,N,N,Y,N,Y,+7:00=UTC,K2,Y,NAW,19388,20373
KCFD,CFD,4000,N30425650,W096195290,E004.0,367,COULTER,BRYAN,TX,USA,NNNYNNNNYNYNNN,NNNNN,NNYY,,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,19395,20380
KCFE,,3200,N45093180,W093503590,E001.0,968,BUFFALO MUN,BUFFALO,MN,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,19398,20382
KCFJ,,5500,N39582865,W086551587,W004.0,800,CRAWFORDSVILLE REGL,CRAWFORDSVILLE,IN,USA,NNNYNNNNYNYNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,19402,20385
KCFO,,8000,N39470310,W104321550,E008.0,5515,COLORADO AIR AND SPACE PORT,DENVER,CO,USA,NNNYNNNNYNNNNN,NYYNN,NNYY,N,Y,Y,Y,N,Y,+7:00=UTC,K2,Y,NAW,19406,20388
KCFS,TZC,4300,N43273190,W083264361,W008.0,704,TUSCOLA AREA,CARO,MI,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K5,Y,NAW,19435,20411
KCFT,CFT,4900,N32572534,W109124018,E010.0,3798,GREENLEE CO,CLIFTON-MORENCI,AZ,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K2,N,NAW,19440,20415
KCFV,CFV,5800,N37053840,W095341920,E005.0,754,COFFEYVILLE MUN,COFFEYVILLE,KS,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,Y,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19443,20417
KCGC,,4500,N28520340,W082342680,W005.0,9,CAPT DAVIS,CRYSTAL RIVER,FL,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,N,N,Y,N,Y,+5:00=UTC,K7,Y,NAW,19446,20419
KCGE,CGE,4400,N38322156,W076014942,W010.0,20,CAMBRIDGE-DORCHESTER REGL,CAMBRIDGE,MD,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,19449,20421
KCGF,CGF,5500,N41335250,W081291400,W008.0,876,CUYAHOGA CO,CLEVELAND,OH,USA,NNNYNNNNYYYNNN,NNNYN,NNYY,N,Y,Y,Y,N,Y,+5:00=UTC,K5,Y,NAW,19452,20423
KCGI,CGI,6500,N37133114,W089341473,W002.0,342,CAPE GIRARDEAU REGL,CAPE GIRARDEAU,MO,USA,NNNYNNNNYNNNNN,NNNYN,NNYY,,Y,Y,Y,U,Y,+6:00=UTC,K3,Y,NAW,19469,20435
KCGS,CGS,2900,N38584972,W076551981,W011.0,49,COLLEGE PARK,COLLEGE PARK,MD,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,19477,20441
KCGZ,CGZ,5200,N32571763,W111460055,E012.0,1464,CASA GRANDE MUN,CASA GRANDE,AZ,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,N,Y,Y,N,Y,+7:00=UTC,K2,N,NAW,19482,20443
KCHA,CHA,7400,N35020670,W085121280,W005.0,683,LOVELL,CHATTANOOGA,TN,USA,NNNYNNNNYNNNNN,NNNYY,NNYY,N,N,Y,Y,P,Y,+5:00=UTC,K7,Y,NAW,19487,20447
KCHD,,4800,N33160875,W111484004,E012.0,1243,CHANDLER MUN,CHANDLER,AZ,USA,NNNYNNNNNNYNNN,NNNYY,NNYY,,Y,N,Y,U,Y,+7:00=UTC,K2,N,NAW,19502,20456
KCHK,CHK,5100,N35054971,W097580365,E004.0,1152,CHICKASHA MUN,CHICKASHA,OK,USA,NNNYNNNNNNYNNN,NNNNN,YYNN,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,19521,20472
KCHN,,4000,N27305370,W081524970,W004.0,108,WAUCHULA MUN,WAUCHULA,FL,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,19526,20476
KCHO,CHO,6800,N38082271,W078270844,W008.0,640,CHARLOTTESVILLE-ALBEMARLE,CHARLOTTESVILLE,VA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,Y,N,Y,Y,N,Y,+5:00=UTC,K6,Y,NAW,19529,20478
KCHQ,,3100,N36503169,W089213477,W002.0,313,MISSISSIPPI CO,CHARLESTON,MO,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19534,20483
KCHS,CHS,9000,N32535513,W080022590,W007.0,46,CHARLESTON AFB/INTL,CHARLESTON,SC,USA,NNNYNNNNYYNNNN,NYNNN,NNYY,N,Y,Y,Y,P,J,+5:00=UTC,K7,Y,NAW,19537,20485
KCHT,,3800,N39465526,W093294645,E003.0,783,CHILLICOTHE MUN,CHILLICOTHE,MO,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19564,20518
KCHU,,3400,N43354689,W091301421,E001.0,1179,HOUSTON CO,CALEDONIA,MN,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19567,20520
KCIC,CIC,6700,N39474340,W121513030,E016.0,240,CHICO REGL,CHICO,CA,USA,NNNYNNNNYNNNNN,NNNYN,NNYY,N,Y,Y,Y,N,Y,+8:00=UTC,K2,Y,NAW,19570,20523
KCID,CID,8600,N41530490,W091423890,E002.0,869,THE EASTERN IOWA AIRPORT,CEDAR RAPIDS,IA,USA,NNNYNNNNYNNNNN,NYYYY,NNYY,N,N,Y,Y,N,Y,+6:00=UTC,K3,Y,NAW,19576,20527
KCII,,5000,N47494205,W112100601,E012.0,3947,CHOTEAU,CHOTEAU,MT,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K1,Y,NAW,19583,20533
KCIN,CIN,5500,N42024800,W094471930,E002.0,1204,NEU,CARROLL,IA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19587,20535
KCIR,CIR,4000,N37035090,W089131030,E000.0,322,CAIRO REGL,CAIRO,IL,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,19590,20537
KCIU,CIU,7200,N46150271,W084282058,W007.0,799,CHIPPEWA CO INTL,SAULT STE MARIE,MI,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,Y,Y,P,Y,+5:00=UTC,K5,Y,NAW,19593,20539
KCJJ,,2900,N43215509,W092075910,E004.0,1279,CHURCH,CRESCO,IA,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,U,Y,+6:00=UTC,K3,Y,NAW,19601,20545
KCJR,,5000,N38313170,W077513470,W010.0,316,CULPEPER REGL,CULPEPER,VA,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K6,Y,NAW,19604,20547
KCKB,CKB,7800,N39175156,W080133912,W008.0,1224,NORTH CENTRAL WEST VIRGINIA,CLARKSBURG,WV,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,Y,Y,Y,Y,U,Y,+5:00=UTC,K6,Y,NAW,19613,20555
KCKC,GRM,5000,N47501835,W090230448,W001.0,1803,GRAND MARAIS/COOK CO,GRAND MARAIS,MN,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,P,Y,+6:00=UTC,K3,Y,NAW,19618,20559
KCKF,,5000,N31591984,W083462606,W006.0,310,CRISP CO-CORDELE,CORDELE,GA,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,19622,20562
KCKI,,5000,N33430200,W079512510,W008.0,67,WILLIAMSBURG REGL,KINGSTREE,SC,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,19629,20567
KCKM,CKM,5400,N34175900,W090304430,W000.0,173,FLETCHER,CLARKSDALE,MS,USA,NNNYNNNNYNNNNN,NNNNN,NYNN,,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,19633,20569
KCKN,CKN,4300,N47502997,W096371723,E007.0,900,CROOKSTON MUN/KIRKWOOD,CROOKSTON,MN,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,Y,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19636,20571
KCKP,,4000,N42435300,W095332180,E005.0,1226,CHEROKEE COUNTY RGNL,CHEROKEE,IA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,19640,20574
KCKV,CKV,5900,N36371871,W087245381,W001.0,550,OUTLAW,CLARKSVILLE,TN,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+6:00=UTC,K7,Y,NAW,19643,20576
KCKZ,,4200,N40232110,W075172570,W012.0,568,PENNRIDGE,PERKASIE,PA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,Y,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,19648,20580
KCLE,CLE,9900,N41243387,W081511689,W008.0,800,CLEVELAND-HOPKINS INTL,CLEVELAND,OH,USA,NNNYNNNNYYNNNN,NYYYY,NNYY,Y,Y,Y,Y,Y,Y,+5:00=UTC,K5,Y,NAW,19652,20582
KCLI,CLI,4500,N44364740,W088435120,W002.0,826,CLINTONVILLE MUN,CLINTONVILLE,WI,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+6:00=UTC,K5,Y,NAW,19695,20614
KCLK,CLK,4300,N35321778,W098555804,E007.0,1616,CLINTON REGL,CLINTON,OK,USA,NNNYNNNNNNYNNN,NNNNN,NNYY,,Y,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,19701,20618
KCLL,CLL,7000,N30351695,W096214516,E003.0,321,EASTERWOOD,COLLEGE STATION,TX,USA,NNNYNNNNYNYNNN,NNNNN,NNYY,Y,Y,Y,Y,N,Y,+6:00=UTC,K4,Y,NAW,19704,20620
KCLM,CLM,6300,N48071270,W123295890,E016.0,291,WILLIAM R FAIRCHILD INTL,PORT ANGELES,WA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,Y,Y,P,Y,+8:00=UTC,K1,Y,NAW,19714,20630
KCLR,CLR,3400,N33075280,W115311700,E013.0,-0182,CLIFF HATFIELD MEML,CALIPATRIA,CA,USA,NNNNNNNNNNNNNN,NNNNN,NNNN,,N,N,N,N,Y,+8:00=UTC,K2,Y,NAW,19721,20635
KCLS,CLS,5000,N46403730,W122585790,E016.0,177,CHEHALIS-CENTRALIA,CHEHALIS,WA,USA,NNNYNNNNYNNNNN,NNNNY,NNYY,,Y,N,Y,U,Y,+8:00=UTC,K1,Y,NAW,19723,20636
KCLT,CLT,10000,N35124950,W080565660,W007.0,748,CHARLOTTE/DOUGLAS INTL,CHARLOTTE,NC,USA,NNNYNNNNYNYNNN,NYYNN,NNYY,N,Y,Y,Y,P,Y,+5:00=UTC,K7,Y,NAW,19725,20637
KCMA,,6000,N34124953,W119053968,E014.0,77,CAMARILLO,CAMARILLO,CA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,Y,Y,N,Y,U,Y,+8:00=UTC,K2,Y,NAW,19792,20689
KCMD,,5500,N34160733,W086512893,W003.0,970,CULLMAN REGL/FOLSOM FIELD,CULLMAN,AL,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,U,Y,+6:00=UTC,K7,Y,NAW,19798,20695
KCMH,CMH,10100,N39594901,W082533177,W007.0,815,GLENN COLUMBUS INTL,COLUMBUS,OH,USA,NNNYYNNNYYNNNN,NNNYY,NNYY,Y,Y,Y,Y,P,Y,+5:00=UTC,K5,Y,NAW,19801,20697
KCMI,CMI,8100,N40021882,W088163554,W003.0,755,UNIVERSITY OF ILLINOIS/WILLARD,CHAMPAIGN/URBANA,IL,USA,NNNYNNNNYYNNNN,NYNNN,NNYY,N,N,Y,Y,Y,Y,+6:00=UTC,K5,Y,NAW,19827,20718
KCMR,,6000,N35181978,W112113965,E013.0,6691,CLARK MEML,WILLIAMS,AZ,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+7:00=UTC,K2,N,NAW,19839,20729
KCMX,CMX,6500,N47100630,W088292065,W002.0,1095,HOUGHTON CO MEML,HANCOCK,MI,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,Y,Y,Y,U,Y,+5:00=UTC,K5,Y,NAW,19842,20730
KCMY,CMY,4600,N43573138,W090441623,E000.0,839,SPARTA/FT MCCOY,SPARTA,WI,USA,NNNYNNNYNNNNNN,NNNNN,NNNN,,N,N,Y,U,J,+6:00=UTC,K5,Y,NAW,19852,20737
KCNB,,4600,N44434616,W096155761,E003.0,1194,MYERS,CANBY,MN,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19858,20740
KCNC,,4000,N41011060,W093213480,E003.0,1051,CHARITON MUN,CHARITON,IA,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,19861,20742
KCNH,CNH,3000,N43221382,W072220555,W016.0,543,CLAREMONT MUN,CLAREMONT,NH,USA,NNNYNNNNNNNNNN,NNNNN,YYNN,,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,19864,20744
KCNI,,5000,N34184399,W084251975,W005.0,1219,CHEROKEE CO REGL,CANTON,GA,USA,NNNYNNNNNNYNNN,NYYYY,NNYY,N,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,19869,20746
KCNK,CNK,4000,N39325952,W097390735,E006.0,1488,BLOSSER MUN,CONCORDIA,KS,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19875,20750
KCNM,CNM,7800,N32201480,W104154810,E010.0,3295,CAVERN CITY,CARLSBAD,NM,USA,NNNYNNNNNYNNNN,NNNNN,YYNN,,N,Y,Y,N,Y,+7:00=UTC,K2,Y,NAW,19879,20752
KCNO,CNO,7000,N33582921,W117381134,E014.0,650,CHINO,CHINO,CA,USA,NNNYNNNNYNNNNN,NNYNN,NNYY,,Y,Y,Y,N,Y,+8:00=UTC,K2,Y,NAW,19887,20758
KCNP,,4000,N41043890,W102275060,E010.0,3682,RAY,CHAPPELL,NE,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+7:00=UTC,K3,Y,NAW,19894,20763
KCNU,CNU,4200,N37400438,W095291218,E005.0,1003,CHANUTE MARTIN JOHNSON,CHANUTE,KS,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,Y,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,19896,20764
KCNW,CNW,8600,N31381610,W097042690,E004.0,470,TSTC WACO,WACO,TX,USA,NNNYNNNNYNNNNN,NNNNN,YYNN,N,Y,Y,Y,N,Y,+6:00=UTC,K4,Y,NAW,19899,20766
KCNY,CNY,7300,N38452747,W109451247,E010.0,4579,CANYONLANDS REGL,MOAB,UT,USA,NNNYNNNNYNNNNN,NYYNN,YYNN,Y,N,N,Y,U,Y,+7:00=UTC,K2,Y,NAW,19906,20770
KCOD,COD,8200,N44311270,W109012570,E011.0,5102,YELLOWSTONE REGL,CODY,WY,USA,NNNYNNNNYNYNNN,NYNNN,NNYY,Y,Y,N,Y,N,Y,+7:00=UTC,K1,Y,NAW,19910,20773
KCOE,COE,7400,N47462750,W116491050,E019.0,2320,COEUR D'ALENE/BOYINGTON,COEUR D'ALENE,ID,USA,NNNNNNNNYNNNNN,NYYNN,NNYY,N,N,Y,Y,Y,Y,+8:00=UTC,K1,Y,NAW,19917,20778
KCOF,COF,9000,N28140572,W080363645,W007.0,8,PATRICK SFB,COCOA BEACH,FL,USA,YNNNNNNNNNNNNN,NYYNN,NNNN,N,Y,Y,Y,U,M,+5:00=UTC,K7,Y,WGE,19922,20782
KCOI,COI,3600,N28202980,W080410770,W005.0,6,MERRITT ISLAND,MERRITT ISLAND,FL,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K7,Y,NAW,19932,20791
KCOM,COM,4500,N31502810,W099241300,E007.0,1697,COLEMAN MUN,COLEMAN,TX,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,Y,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,19937,20795
KCON,CON,6000,N43120980,W071300820,W016.0,342,CONCORD MUN,CONCORD,NH,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,Y,Y,Y,U,Y,+5:00=UTC,K6,Y,NAW,19940,20797
KCOQ,,4000,N46420400,W092301280,W001.0,1279,CLOQUET/CARLTON CO,CLOQUET,MN,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,N,N,Y,U,Y,+6:00=UTC,K3,Y,NAW,19948,20802
KCOS,COS,13500,N38482094,W104420280,E008.0,6187,CITY OF COLORADO SPRINGS MUN,COLORADO SPRINGS,CO,USA,NNNYNNNYYNNNNN,NYNNN,NNYY,N,Y,Y,Y,P,Y,+7:00=UTC,K2,Y,NAW,19952,20804
KCOT,COT,6000,N28272060,W099130200,E006.0,474,COTULLA-LA SALLE CO,COTULLA,TX,USA,NNNYNNNNNNYNNN,NNNYN,YYNN,N,N,N,Y,N,Y,+6:00=UTC,K4,Y,NAW,19975,20825
KCOU,COU,7400,N38490385,W092130405,E000.0,889,COLUMBIA REGL,COLUMBIA,MO,USA,NNNYNNNNYNNNNN,NNYNN,NNYY,,Y,Y,Y,N,Y,+6:00=UTC,K3,Y,NAW,19979,20828
KCPC,,5500,N34162233,W078425395,W007.0,99,COLUMBUS CO MUN,WHITEVILLE,NC,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,19989,20838
KCPF,,5400,N37231450,W083154180,W006.0,1256,FORD,HAZARD,KY,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,Y,N,N,Y,U,Y,+5:00=UTC,K5,Y,NAW,19993,20841
KCPK,,5500,N36395622,W076191436,W011.0,19,CHESAPEAKE REGL,NORFOLK,VA,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,Y,Y,Y,U,Y,+5:00=UTC,K6,Y,NAW,19997,20844
KCPP,,5500,N33355269,W083081774,W005.0,689,GREENE CO REGL,GREENSBORO,GA,USA,NNNYNNNNNNYNNN,NNNNN,NNNN,,N,N,Y,U,Y,+5:00=UTC,K7,Y,NAW,20003,20849
KCPR,CPR,10100,N42542110,W106274910,E012.0,5344,CASPER/NATRONA CO INTL,CASPER,WY,USA,NNNYNNNNYNNNNN,NYYYY,NNYY,N,Y,Y,Y,A,Y,+7:00=UTC,K1,Y,NAW,20009,20854
KCPS,CPS,7000,N38341330,W090091830,E000.0,413,ST LOUIS DOWNTOWN,CAHOKIA/ST LOUIS,IL,USA,NNNYNNNNYNNNNN,NYNNN,NNYY,N,Y,Y,Y,N,Y,+6:00=UTC,K5,Y,NAW,20018,20861
KCPT,,5600,N32211350,W097260150,E006.0,854,CLEBURNE REGL,CLEBURNE,TX,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,20033,20873
KCPU,,3600,N38084600,W120385340,E015.0,1328,CALAVERAS CO-RASMUSSEN,SAN ANDREAS,CA,USA,NNNYNNNNNNNNNN,NNNNN,NNYY,,N,N,Y,N,Y,+8:00=UTC,K2,Y,NAW,20059,20887
KCQA,,4400,N40290340,W084332950,W004.0,894,LAKEFIELD,CELINA,OH,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+5:00=UTC,K5,Y,NAW,20061,20888
KCQB,,4000,N35432670,W096491300,E006.0,985,CHANDLER REGL,CHANDLER,OK,USA,NNNYNNNNNNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,20064,20890
KCQF,,6600,N30273780,W087523730,W001.0,91,H L SONNY CALLAHAN,FAIRHOPE,AL,USA,NNNYNNNNNNYNNN,NNNYY,NNYY,N,Y,N,Y,P,Y,+6:00=UTC,K7,Y,NAW,20067,20892
KCQM,,4000,N47492021,W092412229,E001.0,1329,COOK MUN,COOK,MN,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,N,N,Y,N,Y,+6:00=UTC,K3,Y,NAW,20071,20895
KCQW,HCW,5000,N34424630,W079572520,W008.0,239,CHERAW MUN/LYNCH BELLINGER,CHERAW,SC,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,N,Y,N,Y,+5:00=UTC,K7,Y,NAW,20074,20897
KCQX,,3000,N41411790,W069592275,W016.0,64,CHATHAM MUN,CHATHAM,MA,USA,NNNYNNNNYNYNNN,NNNNN,NYYN,N,N,N,Y,U,Y,+5:00=UTC,K6,Y,NAW,20078,20900
KCRE,CRE,5900,N33484230,W078432620,W008.0,32,GRAND STRAND,NORTH MYRTLE BEACH,SC,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,N,Y,Y,Y,U,Y,+5:00=UTC,K7,Y,NAW,20081,20902
KCRG,CRG,4000,N30201080,W081305200,W006.0,41,JACKSONVILLE EXECUTIVE AT CRAI,JACKSONVILLE,FL,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,,Y,Y,Y,U,Y,+5:00=UTC,K7,Y,NAW,20087,20907
KCRP,CRP,7500,N27461990,W097300870,E004.0,46,CORPUS CHRISTI INTL,CORPUS CHRISTI,TX,USA,NNNYNNNNYNNNNN,NYNYN,NNYY,,Y,Y,Y,P,Y,+6:00=UTC,K4,Y,NAW,20096,20914
KCRQ,CLD,4800,N33074170,W117164830,E014.0,331,MC CLELLAN-PALOMAR,CARLSBAD,CA,USA,NNNYNNNNYNNNNN,NNNYY,NNYY,Y,Y,Y,Y,Y,Y,+8:00=UTC,K2,Y,NAW,20110,20931
KCRS,CRS,5000,N32014100,W096240210,E006.0,449,CAMPBELL-CORSICANA MUN,CORSICANA,TX,USA,NNNYNNYNYNNNNN,NNNNN,NNNN,,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,20125,20944
KCRT,CRT,5000,N33104200,W091524870,E002.0,184,STELL,CROSSETT,AR,USA,NNNYNNNNYNNNNN,NNNNN,NNNN,Y,N,N,Y,U,Y,+6:00=UTC,K4,Y,NAW,20129,20947
KCRW,CRW,6700,N38223365,W081353442,W006.0,947,WEST VIRGINIA INTL YEAGER,CHARLESTON,WV,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,Y,N,Y,Y,A,Y,+5:00=UTC,K6,Y,NAW,20131,20948
KCRX,CRX,6500,N34545388,W088361254,W002.0,425,TURNER,CORINTH,MS,USA,NNNYNNNNYNNNNN,NNNNN,NNYY,N,N,Y,Y,U,Y,+6:00=UTC,K7,Y,NAW,20140,20958
